framed,round,PU,QL,NEIA_alpha,NEIA_beta,NEIA_PU,NEIA_QL,IB_MOD_gamma,IB_MOD_PU,IB_MOD_QL,IB_MODIA_alpha,IB_MODIA_beta,IB_MODIA_PU,IB_MODIA_QL,IB_MODIAFP_alpha,IB_MODIAFP_beta,IB_MODIAFP_PU,IB_MODIAFP_ql,IB_3PAR_alpha,IB_3PAR_beta,IB_3PAR_gamma,IB_3PAR_PU,IB_3PAR_QL,NEIA_ed,IBMOD_ed,IBMODIA_ed,IB_MODIAFP_ed,IB_3PAR_ed
0,68,0.343,0.106,0.128,0,0.179340029,0.219555035,2.7,0.455095253,0.09980062,1,0.974,0.375956018,0.163376407,0.725,1,0.350029963,0.113350617,0.266,0.72,3.1,0.342758089,0.106361619,0.198808849,0.112524951,0.065997755,0.010103011,2.69E-05
0,69,0.341,0.106,0.133,0,0.178619273,0.218515551,2.7,0.455095253,0.09980062,1,0.981,0.375078283,0.163888654,0.72,1,0.349502084,0.113896884,0.621,0.982,2.4,0.341134802,0.105898241,0.197717933,0.1141217,0.067184007,0.011566568,1.06E-05
0,70,0.341,0.108,0.127,0,0.179484878,0.21976412,2.7,0.455095253,0.09980062,1,0.991,0.373819721,0.164626247,0.707,1,0.348104098,0.115344793,0.069,0.578,3.7,0.34065727,0.108223197,0.195996032,0.114746812,0.0654127,0.01028968,1.87E-05
1,1,0.625,0.125,0,0,0.2,0.25,1.9,0.457384978,0.135021153,1,0,0.481553876,0.112420862,0.556,0,0.473116009,0.078883297,1,0,0.8,0.482964541,0.136019212,0.443001129,0.167914321,0.143996616,0.158730895,0.142462257
1,2,0.667,0.188,0,0,0.2,0.25,1.1,0.462839343,0.208715199,0.417,0,0.474910071,0.158355226,0.071,0,0.4602592,0.119519566,1,0,0.5,0.487104831,0.198558715,0.470833334,0.204928433,0.193958784,0.217314017,0.179902052
1,3,0.611,0.194,0,0,0.2,0.25,1.1,0.462839343,0.208715199,0.299,0,0.472696148,0.172654353,0,0,0.457001411,0.129315864,1,0,0.5,0.487104831,0.198558715,0.414847882,0.148956945,0.140119627,0.167306699,0.124074513
1,4,0.604,0.177,0,0,0.2,0.25,1.3,0.460872967,0.183647236,0.425,0,0.475044536,0.157471383,0.009,0,0.457447714,0.127984977,1,0,0.6,0.485281374,0.172166642,0.410691533,0.143443958,0.130603037,0.154716191,0.118986918
1,5,0.558,0.192,0,0,0.2,0.25,1.2,0.461777939,0.195379202,0.261,0,0.471876813,0.177828251,0,0,0.457001411,0.129315864,1,0,0.5,0.487104831,0.198558715,0.363050348,0.09662674,0.087557019,0.11897807,7.16E-02
1,6,0.542,0.215,0,0,0.2,0.25,1,0.464101615,0.224009238,0.105,0,0.467779078,0.202800052,0,0,0.457001411,0.129315864,1,0,0.4,0.489791665,0.234524632,0.343426475,0.078054953,0.074933767,0.120655113,0.055330437
1,7,0.548,0.22,0,0,0.2,0.25,1,0.464101615,0.224009238,0.085,0,0.467147241,0.206522028,0,0,0.457001411,0.129315864,1,0,0.4,0.489791665,0.234524632,0.348890776,0.083602531,0.08163236,0.128368253,5.96E-02
1,8,0.536,0.219,0,0,0.2,0.25,1,0.464101615,0.224009238,0.083,0,0.467082452,0.206901813,0,0,0.457001411,0.129315864,1,0,0.4,0.489791665,0.234524632,0.337906455,0.0725476,0.070380341,0.119632216,4.93E-02
1,9,0.523,0.218,0,0,0.2,0.25,1,0.464101615,0.224009238,0.077,0,0.466886275,0.208049664,0,0,0.457001411,0.129315864,0.82,0,0.5,0.486211796,0.215580968,0.324769096,0.059394161,0.057065452,0.110309436,3.70E-02
1,10,0.521,0.213,0,0,0.2,0.25,1,0.464101615,0.224009238,0.101,0,0.467654998,0.203533593,0,0,0.457001411,0.129315864,0.869,0,0.5,0.486473668,0.210664392,0.323017457,0.057887394,0.053928951,0.104852824,0.034408662
1,11,0.515,0.216,0,0,0.2,0.25,1,0.464101615,0.224009238,0.079,0,0.466951971,0.207665623,0,0,0.457001411,0.129315864,0.832,0,0.5,0.486277357,0.214355793,0.316990012,0.051688535,0.048899395,0.104306383,0.028915908
1,12,0.521,0.222,0,0,0.2,0.25,1,0.464101615,0.224009238,0.053,0,0.466073398,0.212772429,0,0,0.457001411,0.129315864,1,0,0.4,0.489791665,0.234524632,0.322033589,0.056759856,0.055569317,0.112721363,3.34E-02
1,13,0.519,0.218,0,0,0.2,0.25,1,0.464101615,0.224009238,0.072,0,0.466720691,0.209016061,0,0,0.457001411,0.129315864,0.814,0,0.5,0.486178655,0.216198827,0.320835735,0.055461279,0.053264441,0.108297165,3.31E-02
1,14,0.512,0.205,0,0,0.2,0.25,1.1,0.462839343,0.208715199,0.131,0,0.468559127,0.198158866,0,0,0.457001411,0.129315864,0.939,0,0.5,0.486822575,0.204017732,0.315083426,0.049180198,0.043939268,0.09379048,2.51E-02
1,15,0.497,0.208,0,0,0.2,0.25,1.1,0.462839343,0.208715199,0.102,0,0.467686124,0.203349707,0,0,0.457001411,0.129315864,0.899,0,0.5,0.486626664,0.207763484,0.300128573,0.034384999,0.029953591,0.088664954,1.06E-02
1,16,0.495,0.208,0,0,0.2,0.25,1.1,0.462839343,0.208715199,0.1,0,0.467623803,0.203717815,0,0,0.457001411,0.129315864,0.898,0,0.5,0.486621649,0.207858892,0.297721746,0.031954606,0.027557138,0.087589177,8.18E-03
1,17,0.498,0.201,0,0,0.2,0.25,1.1,0.462839343,0.208715199,0.142,0,0.468875948,0.196259066,0,0,0.457001411,0.129315864,0.979,0,0.5,0.487009812,0.200404745,0.301559847,0.035561059,0.02905918,0.082340228,1.06E-02
1,18,0.495,0.197,0,0,0.2,0.25,1.2,0.461777939,0.195379202,0.164,0,0.469487518,0.192567405,0,0,0.457001411,0.129315864,1,0,0.5,0.487104831,0.198558715,0.300130358,0.033620767,0.026220101,0.077593741,8.46E-03
1,19,0.496,0.191,0,0,0.2,0.25,1.2,0.461777939,0.195379202,0.201,0,0.470454426,0.186664165,0,0,0.457001411,0.129315864,1,0,0.5,0.487104831,0.198558715,0.301485562,0.034145966,0.02549557,0.072594349,1.15E-02
1,20,0.492,0.188,0,0,0.2,0.25,1.2,0.461777939,0.195379202,0.218,0,0.470874732,0.184072235,0,0,0.457001411,0.129315864,0.827,0,0.6,0.484227685,0.186931545,0.298287939,0.030909834,0.021072592,0.067727939,7.46E-03
1,21,0.494,0.181,0,0,0.2,0.25,1.3,0.460872967,0.183647236,0.267,0,0.47201012,0.176990694,0,0,0.457001411,0.129315864,0.906,0,0.6,0.484735141,0.179886525,0.302136613,0.033318403,0.02232397,0.063229167,9.34E-03
1,22,0.492,0.176,0,0,0.2,0.25,1.3,0.460872967,0.183647236,0.296,0,0.47263356,0.173051793,0,0,0.457001411,0.129315864,0.957,0,0.6,0.485038696,0.17561412,0.301608644,0.032432948,0.02002962,0.058710614,7.40E-03
1,23,0.489,0.174,0,0,0.2,0.25,1.4,0.460092203,0.17324593,0.309,0,0.472902297,0.171342701,0,0,0.457001411,0.129315864,0.981,0,0.6,0.485175578,0.173673093,0.298974302,0.029045894,0.016430433,5.50E-02,3.96E-03
1,24,0.486,0.172,0,0,0.2,0.25,1.4,0.460092203,0.17324593,0.321,0,0.473144752,0.169794912,0,0,0.457001411,0.129315864,1,0,0.6,0.485281374,0.172166642,0.29658571,0.026055,0.013132145,0.051562144,8.79E-04
1,25,0.485,0.168,0,0,0.2,0.25,1.4,0.460092203,0.17324593,0.347,0,0.473652431,0.166535881,0,0,0.457001411,0.129315864,0.796,0,0.7,0.482520709,0.168099551,0.296469972,0.025387634,0.011489045,4.80E-02,2.49E-03
1,26,0.487,0.168,0,0,0.2,0.25,1.4,0.460092203,0.17324593,0.35,0,0.473709512,0.166167907,0,0,0.457001411,0.129315864,1,0,0.6,0.485281374,0.172166642,0.298583282,0.02754067,0.013632894,0.049275563,4.34E-03
1,27,0.486,0.171,0,0,0.2,0.25,1.4,0.460092203,0.17324593,0.325,0,0.473224405,0.169285206,0,0,0.457001411,0.129315864,1,0,0.6,0.485281374,0.172166642,0.296738674,0.02609185,0.013042686,0.05108553,1.20E-03
1,28,0.485,0.171,0,0,0.2,0.25,1.4,0.460092203,0.17324593,0.325,0,0.473224405,0.169285206,0,0,0.457001411,0.129315864,1,0,0.6,0.485281374,0.172166642,0.295826297,0.025116053,0.012036997,0.050389514,1.05E-03
1,29,0.487,0.167,0,0,0.2,0.25,1.4,0.460092203,0.17324593,0.363,0,0.473953415,0.16459205,0,0,0.457001411,0.129315864,0.817,0,0.7,0.482685897,0.166282751,0.298919781,0.027767471,0.013278619,0.047949352,4.40E-03
1,30,0.489,0.165,0,0,0.2,0.25,1.5,0.459411708,0.163960781,0.376,0,0.474191855,0.163045927,0,0,0.457001411,0.129315864,0.835,0,0.7,0.482824119,0.164756509,0.301055884,0.029506587,0.014865529,0.048063193,0.006087131
1,31,0.487,0.163,0,0,0.2,0.25,1.5,0.459411708,0.163960781,0.395,0,0.474530893,0.160837966,0,0,0.457001411,0.129315864,0.864,0,0.7,0.483040535,0.162355722,0.299581186,0.027179815,0.012161659,0.044539699,3.53E-03
1,32,0.486,0.163,0,0,0.2,0.25,1.5,0.459411708,0.163960781,0.393,0,0.474495719,0.161067551,0,0,0.457001411,0.129315864,0.862,0,0.7,0.483025852,0.162519041,0.298700754,0.02629279,0.011308788,0.044054878,2.66E-03
1,33,0.482,0.163,0,0,0.2,0.25,1.5,0.459411708,0.163960781,0.388,0,0.474407262,0.161644404,0,0,0.457001411,0.129315864,0.863,0.006,0.7,0.482279994,0.16284815,0.295459833,0.022937058,0.008011634,0.042043602,5.30E-05
1,34,0.479,0.162,0,0,0.2,0.25,1.5,0.459411708,0.163960781,0.393,0,0.474495719,0.161067551,0,0,0.457001411,0.129315864,0.899,0.033,0.7,0.479193438,0.161763668,0.292778918,0.019876648,0.004722687,0.03929664,2.68E-05
1,35,0.479,0.161,0,0,0.2,0.25,1.5,0.459411708,0.163960781,0.401,0,0.4746357,0.160153136,0,0,0.457001411,0.129315864,0.917,0.039,0.7,0.478604774,0.160727888,0.292530306,0.019432824,0.003975532,0.038093656,3.60E-05
1,36,0.475,0.159,0,0,0.2,0.25,1.6,0.458813326,0.155621097,0.417,0.003,0.47452581,0.158560714,0,0,0.457001411,0.129315864,0.417,0.003,1,0.47452581,0.158560714,0.289363055,0.015996893,1.19522E-05,0.034102776,1.20E-05
1,37,0.475,0.161,0,0,0.2,0.25,1.5,0.459411708,0.163960781,0.394,0,0.474513321,0.160952676,0,0,0.457001411,0.129315864,0.938,0.068,0.7,0.47520325,0.161007817,0.289246454,0.016081712,0.000716768,0.036582465,3.58E-05
1,38,0.476,0.164,0,0,0.2,0.25,1.5,0.459411708,0.163960781,0.366,0,0.474008918,0.164232644,0,0,0.457001411,0.129315864,0.493,0.009,0.9,0.475843933,0.164452056,0.288830359,0.016473471,0.00188376,0.039904479,3.97E-05
1,39,0.48,0.163,0,0,0.2,0.25,1.5,0.459411708,0.163960781,0.38,0,0.47426415,0.162576049,0,0,0.457001411,0.129315864,0.873,0.027,0.7,0.479719515,0.163471429,0.292782297,0.020295288,0.005508343,0.041002339,2.11E-05
1,40,0.481,0.159,0,0,0.2,0.25,1.5,0.459411708,0.163960781,0.417,0,0.474910071,0.158355226,0,0,0.457001411,0.129315864,0.916,0.018,0.7,0.481195464,0.159406875,0.295490191,0.022314578,0.00642142,0.038620535,6.32E-05
1,41,0.481,0.157,0,0,0.2,0.25,1.6,0.458813326,0.155621097,0.441,0,0.475308201,0.155733079,0,0,0.457001411,0.129315864,0.96,0.025,0.7,0.480680346,0.156478047,0.295852935,0.021895542,0.00543779,0.036061026,2.81E-05
1,42,0.479,0.155,0,0,0.2,0.25,1.6,0.458813326,0.155621097,0.455,0,0.475533327,0.15424336,0,0,0.457001411,0.129315864,0.996,0.04,0.7,0.479153085,0.154748199,0.294964952,0.020371468,0.003670156,0.033746105,1.93E-05
1,43,0.477,0.153,0,0,0.2,0.25,1.6,0.458813326,0.155621097,0.467,0,0.475722286,0.152989039,0,0,0.457001411,0.129315864,0.798,0.039,0.8,0.476718725,0.15308237,0.293218015,0.018107119,0.001027991,0.03091115,3.14E-05
1,44,0.476,0.151,0,0,0.2,0.25,1.7,0.458283035,0.148089339,0.491,0,0.476089544,0.150540828,0,0,0.457001411,0.129315864,0.643,0.022,0.9,0.47627341,0.15055679,0.293670923,0.018212208,0.000237793,0.028724405,5.36E-05
1,45,0.478,0.149,0,0,0.2,0.25,1.7,0.458283035,0.148089339,0.508,0,0.476341438,0.148853714,0,0,0.457001411,0.129315864,0.844,0.034,0.8,0.477790936,0.149080768,0.295544475,0.019519598,0.001453145,0.028671315,1.48E-05
1,46,0.476,0.149,0,0,0.2,0.25,1.7,0.458283035,0.148089339,0.511,0,0.476385205,0.148559919,0,0,0.457001411,0.129315864,0.861,0.047,0.8,0.476428168,0.148536126,0.294476072,0.018172098,6.47268E-05,0.027353232,2.57E-05
1,47,0.477,0.149,0,0,0.2,0.25,1.7,0.458283035,0.148089339,0.508,0,0.476341438,0.148853714,0,0,0.457001411,0.129315864,0.852,0.042,0.8,0.47692567,0.148936493,0.294814173,0.018686518,0.000614474,2.80E-02,2.47E-05
1,48,0.477,0.148,0,0,0.2,0.25,1.7,0.458283035,0.148089339,0.512,0,0.476399748,0.148462246,0,0,0.457001411,0.129315864,0.667,0.022,0.9,0.476573046,0.148427576,0.29462138,0.01828278,0.000164622,0.027354582,1.45E-05
1,49,0.477,0.146,0,0,0.2,0.25,1.7,0.458283035,0.148089339,0.535,0,0.476728176,0.146250793,0,0,0.457001411,0.129315864,0.888,0.044,0.8,0.477052111,0.146297347,0.295827504,0.018846918,0.000312736,0.026241775,4.05E-05
1,50,0.475,0.145,0,0,0.2,0.25,1.7,0.458283035,0.148089339,0.559,0.017,0.475044005,0.145011254,0,0,0.457001411,0.129315864,0.72,0.041,0.9,0.474981013,0.145033059,0.294363721,0.017000027,4.54214E-05,2.39E-02,3.81E-05
1,51,0.475,0.145,0,0,0.2,0.25,1.7,0.458283035,0.148089339,0.561,0.013,0.475547534,0.144590292,0,0,0.457001411,0.129315864,0.722,0.037,0.9,0.475473666,0.144634514,0.294961616,0.017555831,5.99643E-05,0.023993328,3.14E-05
1,52,0.474,0.144,0,0,0.2,0.25,1.7,0.458283035,0.148089339,0.577,0.032,0.473534264,0.144231873,0,0,0.457001411,0.129315864,0.943,0.079,0.8,0.473575291,0.144243374,0.293293268,0.015754482,2.34545E-05,0.022283735,2.16E-05
1,53,0.473,0.143,0,0,0.2,0.25,1.8,0.457809836,0.141253439,0.592,0.036,0.473289265,0.143100293,0,0,0.457001411,0.129315864,0.592,0.036,1,0.473289265,0.143100293,0.293442061,0.015568334,2.6416E-05,0.021311528,2.64E-05
1,54,0.473,0.144,0,0,0.2,0.25,1.8,0.457809836,0.141253439,0.589,0.038,0.473008967,0.143487271,0,0,0.457001411,0.129315864,0.589,0.038,1,0.473008967,0.143487271,0.293025486,0.015352009,3.47225E-05,2.14E-02,3.47E-05
1,55,0.471,0.143,0,0,0.2,0.25,1.8,0.457809836,0.141253439,0.603,0.055,0.471230564,0.143205746,0,0,0.457001411,0.129315864,0.468,0.032,1.1,0.471194888,0.143166675,0.291489517,0.013540306,3.02112E-05,0.019854696,2.29E-05
1,56,0.47,0.143,0,0,0.2,0.25,1.8,0.457809836,0.141253439,0.613,0.065,0.470220479,0.142883806,0,0,0.457001411,0.129315864,0.989,0.113,0.8,0.470238311,0.142840621,0.290702975,0.0125313,3.19569E-05,0.018936104,1.65E-05
1,57,0.469,0.145,0,0,0.2,0.25,1.7,0.458283035,0.148089339,0.6,0.077,0.468591329,0.144759719,0,0,0.457001411,0.129315864,0.352,0.03,1.2,0.468576875,0.144752124,0.288459184,0.010816854,3.32135E-05,0.019276287,1.81E-05
1,58,0.468,0.144,0,0,0.2,0.25,1.7,0.458283035,0.148089339,0.606,0.08,0.468341534,0.144386407,0,0,0.457001411,0.129315864,0.979,0.13,0.8,0.468409423,0.144400482,0.288419334,0.010761212,5.03048E-05,1.89E-02,1.90E-05
1,59,0.468,0.143,0,0,0.2,0.25,1.8,0.457809836,0.141253439,0.619,0.083,0.468214042,0.143382888,0,0,0.457001411,0.129315864,0.368,0.036,1.2,0.468212681,0.143352794,0.288641477,0.010621809,2.22167E-05,1.80E-02,1.17E-05
1,60,0.468,0.144,0,0,0.2,0.25,1.8,0.457809836,0.141253439,0.616,0.084,0.468044872,0.143711259,0,0,0.457001411,0.129315864,0.783,0.108,0.9,0.46804582,0.143726237,0.288345008,0.010545501,4.01875E-05,0.018180715,2.57E-05
1,61,0.467,0.143,0,0,0.2,0.25,1.8,0.457809836,0.141253439,0.633,0.094,0.467171748,0.142763128,0,0,0.457001411,0.129315864,0.802,0.118,0.9,0.467224858,0.142744166,0.287929436,0.009523133,4.15203E-05,0.016882297,1.94E-05
1,62,0.468,0.14,0,0,0.2,0.25,1.8,0.457809836,0.141253439,0.659,0.093,0.467734679,0.140429349,0,0,0.457001411,0.129315864,0.659,0.093,1,0.467734679,0.140429349,0.289284315,0.009963981,2.85766E-05,0.015475255,2.86E-05
1,63,0.468,0.14,0,0,0.2,0.25,1.8,0.457809836,0.141253439,0.663,0.095,0.467572154,0.140196784,0,0,0.457001411,0.129315864,0.835,0.119,0.9,0.467605137,0.140211024,0.28923914,0.009838073,2.5268E-05,0.0151951,1.26E-05
1,64,0.466,0.139,0,0,0.2,0.25,1.8,0.457809836,0.141253439,0.683,0.11,0.466195395,0.139322271,0,0,0.457001411,0.129315864,0.858,0.136,0.9,0.466136388,0.139326973,0.288241255,0.008556621,4.95664E-05,1.36E-02,1.03E-05
1,65,0.465,0.138,0,0,0.2,0.25,1.8,0.457809836,0.141253439,0.712,0.127,0.464768355,0.137824714,0,0,0.457001411,0.129315864,0.712,0.127,1,0.464768355,0.137824714,0.287529835,0.007737049,2.51185E-05,1.15E-02,2.51E-05
1,66,0.463,0.137,0,0,0.2,0.25,1.9,0.457384978,0.135021153,0.732,0.142,0.46343202,0.136989978,0,0,0.457001411,0.129315864,0.269,0.049,1.4,0.463391788,0.136997761,0.28660284,0.006315235,4.84376E-05,0.009985175,8.43E-06
1,67,0.461,0.137,0,0,0.2,0.25,1.9,0.457384978,0.135021153,0.739,0.161,0.461425184,0.137435535,0,0,0.457001411,0.129315864,0.739,0.161,1,0.461425184,0.137435535,0.28464465,0.004722928,1.77482E-05,0.009256989,1.77E-05
1,68,0.461,0.136,0,0,0.2,0.25,1.9,0.457384978,0.135021153,0.763,0.171,0.460754481,0.136026643,0,0,0.457001411,0.129315864,0.946,0.2,0.9,0.460804252,0.136037889,0.284601042,0.003545712,2.99608E-05,7.71E-03,2.17E-05
1,69,0.46,0.136,0,0,0.2,0.25,1.9,0.457384978,0.135021153,0.77,0.178,0.460106795,0.135836186,0,0,0.457001411,0.129315864,0.493,0.128,1.2,0.460123231,0.135872461,0.28407946,0.002887409,5.0678E-05,0.007268611,2.19E-05
1,70,0.461,0.136,0,0,0.2,0.25,1.9,0.457384978,0.135021153,0.768,0.172,0.460736261,0.135680447,0,0,0.457001411,0.129315864,0.617,0.146,1.1,0.460727963,0.135713468,0.284663246,0.003400695,4.03485E-05,0.007397652,1.37E-05